Size,Sparsity,Matrix A Type,Matrix B Type,Function,Threads,Tile Size,Time (ms)
2500,0.01,Sparse,Sparse,MT with SIMD,8,256,39.228
2500,0.01,Sparse,Sparse,Cache Opt,8,256,36.0262
2500,0.01,Sparse,Sparse,Cache Opt SIMD,8,256,43.4173
2500,0.01,Dense,Sparse,Unoptimized,8,256,1427.3
2500,0.01,Dense,Sparse,Multithreaded,8,256,297.91
2500,0.01,Dense,Sparse,MT with SIMD,8,256,50.732
2500,0.01,Dense,Sparse,Cache Opt,8,256,271.159
2500,0.01,Dense,Sparse,Cache Opt SIMD,8,256,139794
2500,0.1,Dense,Dense,Unoptimized,1,4,210237
2500,0.1,Dense,Dense,Multithreaded,1,4,214992
2500,0.1,Dense,Dense,MT with SIMD,1,4,121827
2500,0.1,Dense,Dense,Cache Opt,1,4,184521
2500,0.1,Dense,Dense,Cache Opt SIMD,1,4,195994
2500,0.1,Sparse,Sparse,Unoptimized,1,4,5300.23
2500,0.1,Sparse,Sparse,Multithreaded,1,4,5298.45
2500,0.1,Sparse,Sparse,MT with SIMD,1,4,5261.73
2500,0.1,Sparse,Sparse,Cache Opt,1,4,5316.71
2500,0.1,Sparse,Sparse,Cache Opt SIMD,1,4,5548.84
2500,0.1,Dense,Sparse,Unoptimized,1,4,13579.9
2500,0.1,Dense,Sparse,Multithreaded,1,4,18838.6
2500,0.1,Dense,Sparse,MT with SIMD,1,4,2701.33
2500,0.1,Dense,Sparse,Cache Opt,1,4,13426.1
2500,0.1,Dense,Sparse,Cache Opt SIMD,1,4,6.84244e+06
2500,0.1,Dense,Dense,Unoptimized,1,256,218916
2500,0.1,Dense,Dense,Multithreaded,1,256,222822
2500,0.1,Dense,Dense,MT with SIMD,1,256,147094
2500,0.1,Dense,Dense,Cache Opt,1,256,152695
2500,0.1,Dense,Dense,Cache Opt SIMD,1,256,23912
2500,0.1,Sparse,Sparse,Unoptimized,1,256,5441.01
2500,0.1,Sparse,Sparse,Multithreaded,1,256,5494.24
2500,0.1,Sparse,Sparse,MT with SIMD,1,256,5359.38
2500,0.1,Sparse,Sparse,Cache Opt,1,256,5431.85
2500,0.1,Sparse,Sparse,Cache Opt SIMD,1,256,5794.09
2500,0.1,Dense,Sparse,Unoptimized,1,256,14205.2
2500,0.1,Dense,Sparse,Multithreaded,1,256,20958.8
2500,0.1,Dense,Sparse,MT with SIMD,1,256,3019.42
2500,0.1,Dense,Sparse,Cache Opt,1,256,14339
2500,0.1,Dense,Sparse,Cache Opt SIMD,1,256,7.46626e+06
2500,0.1,Dense,Dense,Unoptimized,8,4,236012
2500,0.1,Dense,Dense,Multithreaded,8,4,40543.4
2500,0.1,Dense,Dense,MT with SIMD,8,4,21311
2500,0.1,Dense,Dense,Cache Opt,8,4,31862.9
2500,0.1,Dense,Dense,Cache Opt SIMD,8,4,34401.1
2500,0.1,Sparse,Sparse,Unoptimized,8,4,5650.23
2500,0.1,Sparse,Sparse,Multithreaded,8,4,916.193
2500,0.1,Sparse,Sparse,MT with SIMD,8,4,935.361
2500,0.1,Sparse,Sparse,Cache Opt,8,4,954.804
2500,0.1,Sparse,Sparse,Cache Opt SIMD,8,4,933.285
2500,0.1,Dense,Sparse,Unoptimized,8,4,14954.1
2500,0.1,Dense,Sparse,Multithreaded,8,4,3340.15
2500,0.1,Dense,Sparse,MT with SIMD,8,4,517.961
2500,0.1,Dense,Sparse,Cache Opt,8,4,2502.46
2500,0.1,Dense,Sparse,Cache Opt SIMD,8,4,1.36918e+06
2500,0.1,Dense,Dense,Unoptimized,8,256,231241
2500,0.1,Dense,Dense,Multithreaded,8,256,40496.8
2500,0.1,Dense,Dense,MT with SIMD,8,256,21692.1
2500,0.1,Dense,Dense,Cache Opt,8,256,26376.8
2500,0.1,Dense,Dense,Cache Opt SIMD,8,256,4126.47
2500,0.1,Sparse,Sparse,Unoptimized,8,256,5759.98
2500,0.1,Sparse,Sparse,Multithreaded,8,256,994.869
2500,0.1,Sparse,Sparse,MT with SIMD,8,256,931.114
2500,0.1,Sparse,Sparse,Cache Opt,8,256,928.166
2500,0.1,Sparse,Sparse,Cache Opt SIMD,8,256,954.486
2500,0.1,Dense,Sparse,Unoptimized,8,256,14400.7
2500,0.1,Dense,Sparse,Multithreaded,8,256,3213.64
2500,0.1,Dense,Sparse,MT with SIMD,8,256,489.845
2500,0.1,Dense,Sparse,Cache Opt,8,256,2470.52
2500,0.1,Dense,Sparse,Cache Opt SIMD,8,256,1.3691e+06
